3000.000000 0.000000
3010.000000 0.000627
3020.000000 0.010699
3030.000000 0.052950
3040.000000 0.123760
3050.000000 0.198651
3060.000000 0.237385
3070.000000 0.246552
3080.000000 0.302168
3090.000000 0.349500
3100.000000 0.348293
3110.000000 0.353033
3120.000000 0.373387
3130.000000 0.396990
3140.000000 0.394722
3150.000000 0.381624
3160.000000 0.367024
3170.000000 0.365845
3180.000000 0.382155
3190.000000 0.411985
3200.000000 0.442156
3210.000000 0.415836
3220.000000 0.374593
3230.000000 0.384742
3240.000000 0.428030
3250.000000 0.446535
3260.000000 0.457309
3270.000000 0.473338
3280.000000 0.477045
3290.000000 0.471418
3300.000000 0.469602
3310.000000 0.474160
3320.000000 0.482948
3330.000000 0.471347
3340.000000 0.435755
3350.000000 0.415866
3360.000000 0.421237
3370.000000 0.415827
3380.000000 0.394273
3390.000000 0.387898
3400.000000 0.410200
3410.000000 0.435551
3420.000000 0.433702
3430.000000 0.410745
3440.000000 0.393707
3450.000000 0.396440
3460.000000 0.408976
3470.000000 0.412809
3480.000000 0.403479
3490.000000 0.394852
3500.000000 0.397161
3510.000000 0.407705
3520.000000 0.417563
3530.000000 0.420622
3540.000000 0.420591
3550.000000 0.424241
3560.000000 0.435132
3570.000000 0.450969
3580.000000 0.462034
3590.000000 0.462345
3600.000000 0.453940
3610.000000 0.450832
3620.000000 0.460983
3630.000000 0.476999
3640.000000 0.485881
3650.000000 0.482076
3660.000000 0.477460
3670.000000 0.482144
3680.000000 0.491617
3690.000000 0.495903
3700.000000 0.490940
3710.000000 0.481416
3720.000000 0.471810
3730.000000 0.462478
3740.000000 0.458796
3750.000000 0.461859
3760.000000 0.469602
3770.000000 0.464551
3780.000000 0.440322
3790.000000 0.412446
3800.000000 0.400006
3810.000000 0.412595
3820.000000 0.434128
3830.000000 0.437413
3840.000000 0.396947
3850.000000 0.314180
3860.000000 0.215130
3870.000000 0.129645
3880.000000 0.072651
3890.000000 0.041031
3900.000000 0.024611
3910.000000 0.015879
3920.000000 0.010817
3930.000000 0.007612
3940.000000 0.005359
3950.000000 0.003682
3960.000000 0.002476
3970.000000 0.001645
3980.000000 0.001092
3990.000000 0.000771
4000.000000 0.000587
4010.000000 0.000450
4020.000000 0.000359
4030.000000 0.000313
4040.000000 0.000267
4050.000000 0.000267
4060.000000 0.000000
